Original File Name,New File Name,Original Path,New Path,Project Name,Year
100_0013.JPG,2003_not_ready_image01of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 not ready/2003 not ready_gallery/100_0013.JPG,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 not ready/2003 not ready_gallery/2003_not_ready_image01of03.png,not ready,2003
not ready angled.tif,2003_not_ready_image02of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 not ready/2003 not ready_gallery/not ready angled.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 not ready/2003 not ready_gallery/2003_not_ready_image02of03.png,not ready,2003
not ready frontal full.tif,2003_not_ready_image03of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2003 not ready/2003 not ready_gallery/not ready frontal full.tif,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2003 not ready/2003 not ready_gallery/2003_not_ready_image03of03.png,not ready,2003
IMG_3548.jpg,2004_A_Spoonful_of_Sugar_image01of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/IMG_3548.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/2004_A_Spoonful_of_Sugar_image01of04.png,A Spoonful of Sugar,2004
IMG_3562.jpg,2004_A_Spoonful_of_Sugar_image02of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/IMG_3562.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/2004_A_Spoonful_of_Sugar_image02of04.png,A Spoonful of Sugar,2004
Photo Library - 318.jpg,2004_A_Spoonful_of_Sugar_image03of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/Photo Library - 318.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/2004_A_Spoonful_of_Sugar_image03of04.png,A Spoonful of Sugar,2004
Photo Library - 321.jpg,2004_A_Spoonful_of_Sugar_image04of04.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/Photo Library - 321.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 A Spoonful of Sugar/2004 A Spoonful of Sugar_gallery/2004_A_Spoonful_of_Sugar_image04of04.png,A Spoonful of Sugar,2004
big oaks 2 serious.jpg,2004_Big_Oaks_image01of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Big Oaks/2004 Big Oaks_gallery/big oaks 2 serious.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Big Oaks/2004 Big Oaks_gallery/2004_Big_Oaks_image01of03.png,Big Oaks,2004
big oaks 3 smile.jpg,2004_Big_Oaks_image02of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Big Oaks/2004 Big Oaks_gallery/big oaks 3 smile.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Big Oaks/2004 Big Oaks_gallery/2004_Big_Oaks_image02of03.png,Big Oaks,2004
big oaks perf close.jpg,2004_Big_Oaks_image03of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Big Oaks/2004 Big Oaks_gallery/big oaks perf close.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Big Oaks/2004 Big Oaks_gallery/2004_Big_Oaks_image03of03.png,Big Oaks,2004
eagle horses.jpg,2004_Eagle_Warrior_image01of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Eagle Warrior/2004 Eagle Warrior_gallery/eagle horses.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Eagle Warrior/2004 Eagle Warrior_gallery/2004_Eagle_Warrior_image01of06.png,Eagle Warrior,2004
eagle shopping2.jpg,2004_Eagle_Warrior_image02of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Eagle Warrior/2004 Eagle Warrior_gallery/eagle shopping2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Eagle Warrior/2004 Eagle Warrior_gallery/2004_Eagle_Warrior_image02of06.png,Eagle Warrior,2004
garbage with fly.jpg,2004_Eagle_Warrior_image03of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Eagle Warrior/2004 Eagle Warrior_gallery/garbage with fly.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Eagle Warrior/2004 Eagle Warrior_gallery/2004_Eagle_Warrior_image03of06.png,Eagle Warrior,2004
massage 2.jpg,2004_Eagle_Warrior_image04of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Eagle Warrior/2004 Eagle Warrior_gallery/massage 2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Eagle Warrior/2004 Eagle Warrior_gallery/2004_Eagle_Warrior_image04of06.png,Eagle Warrior,2004
massage close.jpg,2004_Eagle_Warrior_image05of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Eagle Warrior/2004 Eagle Warrior_gallery/massage close.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Eagle Warrior/2004 Eagle Warrior_gallery/2004_Eagle_Warrior_image05of06.png,Eagle Warrior,2004
swing-set.jpg,2004_Eagle_Warrior_image06of06.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Eagle Warrior/2004 Eagle Warrior_gallery/swing-set.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Eagle Warrior/2004 Eagle Warrior_gallery/2004_Eagle_Warrior_image06of06.png,Eagle Warrior,2004
fanfare still.jpg,2004_Fanfare_for_the_Common_Man_image01of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Fanfare for the Common Man/2004 Fanfare for the Common Man_gallery/fanfare still.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Fanfare for the Common Man/2004 Fanfare for the Common Man_gallery/2004_Fanfare_for_the_Common_Man_image01of03.png,Fanfare for the Common Man,2004
fanfare still2.jpg,2004_Fanfare_for_the_Common_Man_image02of03.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Fanfare for the Common Man/2004 Fanfare for the Common Man_gallery/fanfare still2.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Fanfare for the Common Man/2004 Fanfare for the Common Man_gallery/2004_Fanfare_for_the_Common_Man_image02of03.png,Fanfare for the Common Man,2004
IMG_3147.jpg,2004_Jive_Turkey_Democracy_image01of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/IMG_3147.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image01of10.png,Jive Turkey Democracy,2004
IMG_3150.jpg,2004_Jive_Turkey_Democracy_image02of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/IMG_3150.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image02of10.png,Jive Turkey Democracy,2004
IMG_3153.jpg,2004_Jive_Turkey_Democracy_image03of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/IMG_3153.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image03of10.png,Jive Turkey Democracy,2004
IMG_3155.jpg,2004_Jive_Turkey_Democracy_image04of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/IMG_3155.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image04of10.png,Jive Turkey Democracy,2004
IMG_3156.jpg,2004_Jive_Turkey_Democracy_image05of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/IMG_3156.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image05of10.png,Jive Turkey Democracy,2004
Photo Library - 093.jpg,2004_Jive_Turkey_Democracy_image06of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/Photo Library - 093.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image06of10.png,Jive Turkey Democracy,2004
Photo Library - 100.jpg,2004_Jive_Turkey_Democracy_image07of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/Photo Library - 100.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image07of10.png,Jive Turkey Democracy,2004
Photo Library - 102.jpg,2004_Jive_Turkey_Democracy_image08of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/Photo Library - 102.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image08of10.png,Jive Turkey Democracy,2004
Photo Library - 104.jpg,2004_Jive_Turkey_Democracy_image09of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/Photo Library - 104.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image09of10.png,Jive Turkey Democracy,2004
Photo Library - 106.jpg,2004_Jive_Turkey_Democracy_image10of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/Photo Library - 106.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 Jive Turkey Democracy/2004 Jive Turkey Democracy_gallery/2004_Jive_Turkey_Democracy_image10of10.png,Jive Turkey Democracy,2004
Photo Library - 226.jpg,2004_WARS_MARS_SARS_image01of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/Photo Library - 226.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image01of07.png,WARS MARS SARS,2004
Photo Library - 240.jpg,2004_WARS_MARS_SARS_image02of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/Photo Library - 240.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image02of07.png,WARS MARS SARS,2004
Photo Library - 241.jpg,2004_WARS_MARS_SARS_image03of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/Photo Library - 241.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image03of07.png,WARS MARS SARS,2004
Photo Library - 251.jpg,2004_WARS_MARS_SARS_image04of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/Photo Library - 251.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image04of07.png,WARS MARS SARS,2004
Photo Library - 277.jpg,2004_WARS_MARS_SARS_image05of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/Photo Library - 277.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image05of07.png,WARS MARS SARS,2004
Photo Library - 319.jpg,2004_WARS_MARS_SARS_image06of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/Photo Library - 319.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image06of07.png,WARS MARS SARS,2004
WARS MARS SARS- 321.jpg,2004_WARS_MARS_SARS_image07of07.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/WARS MARS SARS- 321.jpg,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2004 WARS MARS SARS/2004 WARS MARS SARS_gallery/2004_WARS_MARS_SARS_image07of07.png,WARS MARS SARS,2004
Library - 7320.jpg,"2005_2,_3,_Many_image01of06.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 2, 3, Many/2005 2, 3, Many_gallery/Library - 7320.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 2, 3, Many/2005 2, 3, Many_gallery/2005_2,_3,_Many_image01of06.png","2, 3, Many",2005
Library - 7323.jpg,"2005_2,_3,_Many_image02of06.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 2, 3, Many/2005 2, 3, Many_gallery/Library - 7323.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 2, 3, Many/2005 2, 3, Many_gallery/2005_2,_3,_Many_image02of06.png","2, 3, Many",2005
Library - 7325.jpg,"2005_2,_3,_Many_image03of06.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 2, 3, Many/2005 2, 3, Many_gallery/Library - 7325.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 2, 3, Many/2005 2, 3, Many_gallery/2005_2,_3,_Many_image03of06.png","2, 3, Many",2005
Library - 7326.jpg,"2005_2,_3,_Many_image04of06.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 2, 3, Many/2005 2, 3, Many_gallery/Library - 7326.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 2, 3, Many/2005 2, 3, Many_gallery/2005_2,_3,_Many_image04of06.png","2, 3, Many",2005
Library - 7329.jpg,"2005_2,_3,_Many_image05of06.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 2, 3, Many/2005 2, 3, Many_gallery/Library - 7329.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 2, 3, Many/2005 2, 3, Many_gallery/2005_2,_3,_Many_image05of06.png","2, 3, Many",2005
Library - 7331.jpg,"2005_2,_3,_Many_image06of06.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 2, 3, Many/2005 2, 3, Many_gallery/Library - 7331.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 2, 3, Many/2005 2, 3, Many_gallery/2005_2,_3,_Many_image06of06.png","2, 3, Many",2005
SATURDAY 26 front.pdf,2005_Daily_Dramatic_image01of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/SATURDAY 26 front.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image01of10.png,Daily Dramatic,2005
Tues feb 22 back.pdf,2005_Daily_Dramatic_image02of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/Tues feb 22 back.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image02of10.png,Daily Dramatic,2005
friday 25 back.pdf,2005_Daily_Dramatic_image03of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/friday 25 back.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image03of10.png,Daily Dramatic,2005
friday 25 front.pdf,2005_Daily_Dramatic_image04of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/friday 25 front.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image04of10.png,Daily Dramatic,2005
saturday 26 back.pdf,2005_Daily_Dramatic_image05of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/saturday 26 back.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image05of10.png,Daily Dramatic,2005
thursday 24 front.pdf,2005_Daily_Dramatic_image06of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/thursday 24 front.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image06of10.png,Daily Dramatic,2005
thursday feb 24 back.pdf,2005_Daily_Dramatic_image07of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/thursday feb 24 back.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image07of10.png,Daily Dramatic,2005
tuesday 22 front.pdf,2005_Daily_Dramatic_image08of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/tuesday 22 front.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image08of10.png,Daily Dramatic,2005
wednesday 23 front.pdf,2005_Daily_Dramatic_image09of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/wednesday 23 front.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image09of10.png,Daily Dramatic,2005
wednesday feb 23 backNC.pdf,2005_Daily_Dramatic_image10of10.png,/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Daily Dramatic/2005 Daily Dramatic_gallery/wednesday feb 23 backNC.pdf,/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Daily Dramatic/2005 Daily Dramatic_gallery/2005_Daily_Dramatic_image10of10.png,Daily Dramatic,2005
Library - 7102.jpg,"2005_Pizzeria_Chinois,_Haunted_image01of08.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Pizzeria Chinois, Haunted/2005 Pizzeria Chinois, Haunted_gallery/Library - 7102.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Pizzeria Chinois, Haunted/2005 Pizzeria Chinois, Haunted_gallery/2005_Pizzeria_Chinois,_Haunted_image01of08.png","Pizzeria Chinois, Haunted",2005
Library - 7116.jpg,"2005_Pizzeria_Chinois,_Haunted_image02of08.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Pizzeria Chinois, Haunted/2005 Pizzeria Chinois, Haunted_gallery/Library - 7116.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Pizzeria Chinois, Haunted/2005 Pizzeria Chinois, Haunted_gallery/2005_Pizzeria_Chinois,_Haunted_image02of08.png","Pizzeria Chinois, Haunted",2005
Library - 7120.jpg,"2005_Pizzeria_Chinois,_Haunted_image03of08.png","/Volumes/T7 Shield/JACKIESUMELL.COM/2005 Pizzeria Chinois, Haunted/2005 Pizzeria Chinois, Haunted_gallery/Library - 7120.jpg","/Users/jwgoedert_t2studio/work_hub/jackie_sumell/jackie_sumell_web/jackie_utils/project-folders/2005 Pizzeria Chinois, Haunted/2005 Pizzeria Chinois, Haunted_gallery/2005_Pizzeria_Chinois,_Haunted_image03of08.png","Pizzeria Chinois, Haunted",2005
